2026-02-27 04:50:12.423 | INFO     | serpentine.core.engine:_create_mode_strategy:48 | {'system': 'core'} | Using mode strategy: ArchitectMode
2026-02-27 04:56:14.831 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:14.862 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:14.892 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:14.924 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:14.954 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:14.986 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:15.018 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:15.051 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:15.081 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:15.111 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:15.143 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:15.174 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:15.204 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:15.236 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:15.268 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:15.298 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:15.331 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:15.363 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:15.394 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:15.426 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:15.456 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:15.487 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:15.519 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:15.550 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:15.581 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:15.612 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:15.643 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:15.673 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:15.703 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:15.736 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:15.767 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:15.797 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:15.829 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:15.860 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:15.892 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:15.921 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:15.952 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:15.983 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:16.015 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:16.046 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:16.079 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:16.111 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:16.131 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:16.156 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:16.186 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:16.218 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:16.248 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:16.279 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:16.310 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:16.340 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:16.370 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:16.401 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:16.433 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:16.463 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:16.495 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:16.526 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:16.556 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:16.588 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:16.618 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:16.652 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:16.681 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:16.713 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:16.743 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:16.777 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:16.808 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:16.839 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:16.870 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:16.902 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:16.932 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:16.963 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:16.995 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:17.026 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:17.057 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:17.088 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:17.120 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:17.150 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:17.181 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:17.212 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:17.242 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:17.273 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:17.305 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:17.336 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:17.368 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:17.399 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:17.430 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:17.461 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:17.492 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:17.523 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:17.555 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:17.586 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:17.617 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:17.648 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:17.679 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:17.709 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
2026-02-27 04:56:17.741 | ERROR    | serpentine.core.engine:_tick:193 | {'system': 'core'} | Error in system GUIDebugSystem: add_node_link() missing 2 required positional arguments: 'attr_1' and 'attr_2'
